Target	Mean
SMAD9.ENST00000379826.3	259.20155500361
SMAD9.ENST00000379826.4	341.41796850180503
SMAD9.ENST00000379826.5	204.05642221119152
SMAD9.ENST00000379826.6	243.4859613447651
SMAD9.ENST00000379826.7	143.4522354909748
TBX20.ENST00000408931.1	142.97843963537906
TBX20.ENST00000408931.2	194.92959571660623
TBX20.ENST00000408931.3	234.17710443501795
TBX20.ENST00000408931.4	235.9518986444041
TBX20.ENST00000408931.5	198.4200177996389
TBX20.ENST00000408931.6	109.22969314801439
TBX20.ENST00000408931.7	167.96396337906134
TBX20.ENST00000408931.8	222.35101931949455
TBX4.ENST00000644296.2	44.669372638989195
TBX4.ENST00000644296.3	206.29708502166065
TBX4.ENST00000644296.4	310.6681127472925
TBX4.ENST00000644296.5	186.9789778736463
TBX4.ENST00000644296.6	346.024676994585
TBX4.ENST00000644296.7	192.66977765523484
TBX4.ENST00000644296.8	176.18024531949453
TBX4.ENST00000644296.9	293.7919755270758
